name,argument,role,value_types
griddata,xq,Query points,"vector, array"
griddata,y,Sample point coordinates,vectors
griddata,yq,Query points,"vector, array"
griddata,z,Sample point coordinates,vectors
griddata,zq,Query points,"vector, array"
griddatan,method,Interpolation method,"'linear', 'nearest', []"
griddatan,options,Qhull-specific options,"cell array, [], {''}"
griddatan,v,Sample values,vector
griddatan,x,Sample point coordinates,matrix
griddatan,xq,Query points,matrix
gsvd,A,required,numeric
gsvd,B,required,numeric
gsvd,shape,ordered,"numeric, scalar, choices={0}"
gt,A,Operands,"scalars, vectors, matrices, multidimensional arrays"
gt,B,Operands,"scalars, vectors, matrices, multidimensional arrays"
gtext,str,Text to display,"character vector, cell array of character vectors, character array, string array"
guidata,data,Data,any MATLAB data
guidata,obj,Graphics object,graphics object
guide,figs,Existing Figure objects,"single Figure object, array of Figure objects"
guide,filename,File name or path of saved figure,"character vector, string scalar"
guihandles,h,,
gunzip,gzipfilenames,Names of the GNU zip files,"character vector, cell array of character vectors, string array"
gunzip,outputfolder,Target folder,"character vector, string scalar"
gzip,filenames,Names of files or folders,"character vector, cell array of character vectors, string array"
gzip,outputfolder,Target folder,"character vector, string scalar"
h5create,ds,Dataset name,"character vector, string scalar"
h5create,filename,File Name,"character vector, string scalar"
h5create,sz,Dataset size,row vector
h5disp,filename,File name,"character vector, string scalar"
h5disp,loc,Location in file,"character vector, string scalar"
h5disp,mode,Display mode,"'simple', 'min'"
h5info,filename,File name,"character vector, string scalar"
h5info,loc,Location in file,"character vector, string scalar"
h5read,count,Number of elements,"vector of Inf's, numeric vector"
h5read,ds,Dataset name,"character vector, string scalar"
h5read,filename,File name,"character vector, string scalar"
h5read,start,Starting location,"vector of ones, numeric vector"
h5read,stride,Spacing between indices,"vector of ones, numeric vector"
h5readatt,attr,Attribute name,"character vector, string scalar"
h5readatt,filename,File name,"character vector, string scalar"
h5readatt,loc,Location in file,"character vector, string scalar"
h5write,count,Number of elements,"vector of Inf's, numeric vector"
h5write,data,Data,"numeric matrix, MATLAB string array"
h5write,ds,Dataset name,"character vector, string scalar"
h5write,filename,File name,"character vector, string scalar"
h5write,start,Start location,"vector of ones, numeric vector"
h5write,stride,Spacing between elements,"vector of ones, numeric vector"
h5writeatt,attr,Name of attribute,"character vector, string scalar"
h5writeatt,encoding,Text Encoding,"'UTF-8', 'system'"
h5writeatt,filename,File name,"character vector, string scalar"
h5writeatt,loc,Location in file,"character vector, string scalar"
h5writeatt,val,Value of attribute,"character vector, string array, numeric value"
hadamard,classname,Matrix class,"'double', 'single'"
hadamard,n,Matrix order,"scalar, nonnegative integer"
hankel,c,First column of Hankel matrix,"scalar, vector"
hankel,r,Last row of Hankel matrix,"scalar, vector"
hdf5info,filename,,
hdf5info,varargin,,
hdf5read,varargin,,
hdf5write,filename,,
hdf5write,varargin,,
hdfan,varargin,,
hdfdf24,varargin,,
hdfdfr8,varargin,,
hdfh,varargin,,
hdfhd,varargin,,
hdfhe,varargin,,
hdfhx,varargin,,
hdfinfo,'HDF',ordered,"choices={'HDF', 'EOS'}"
hdfinfo,filename,required,"file=*.hdf, matlabpathfile=*.hdf, char"
hdfml,varargin,,
hdfpt,varargin,,
hdfread,varargin,,
hdfv,varargin,,
hdfvf,varargin,,
hdfvh,varargin,,
hdfvs,varargin,,
heatmap,cdata,Color data,matrix
heatmap,cvar,Table variable for color data,"character vector, string scalar, numeric scalar, logical vector"
heatmap,parent,Parent container,"Figure object, Panel object, Tab object, TiledChartLayout object, GridLayout object"
heatmap,tbl,Source table,"table, timetable"
heatmap,xvalues,Values appearing along x-axis,"categorical array, string array, numeric array, cell array of character vectors"
heatmap,xvar,Table variable for x-axis,"character vector, string scalar, numeric scalar, logical vector"
heatmap,yvalues,Values appearing along y-axis,"categorical array, string array, numeric array, cell array of character vectors"
heatmap,yvar,Table variable for y-axis,"character vector, string scalar, numeric scalar, logical vector"
height,T,Input table or array,"table, array"
help,name,Functionality name,"character vector, string scalar"
helpbrowser,varargin,,
helpdlg,msg,Help message,"'This is the default help', character vector, cell array of character vectors, string array"
helpdlg,title,Dialog box title,"'Help Dialog', character vector, string array"
helpwin,topic,,
helpwin,varargin,,
hex2dec,hexStr,Text representing hexadecimal numbers,"character array, cell array of character vectors, string array"
hex2num,hexStr,Text representing hexadecimal numbers,"character array, cell array of character vectors, string array"
hgload,filename,,
hgload,varargin,,
hgsave,varargin,,
hidden,varargin,,
hilb,classname,Matrix class,"'double', 'single'"
hilb,n,Matrix order,"scalar, nonnegative integer"
hist,ax,Axes object,axes object
hist,nbins,Number of bins,"10, scalar"
hist,x,Input array,vector or matrix
hist,xbins,Bin locations or categories,vector
histc,binranges,Bin ranges,"vector, matrix"
histc,dim,Dimension along which to operate,scalar
histc,x,Values to be sorted,"vector, matrix"
histcounts,C,Categorical data,categorical array
histcounts,Categories,Categories included in count,"all categories, string vector, cell vector of character vectors, categorical vector"
histcounts,X,Data to distribute among bins,"vector, matrix, multidimensional array"
histcounts,edges,Bin edges,vector
histcounts,nbins,Number of bins,positive integer
histcounts2,"X,Y",Data to distribute among bins (as separate arguments),"vectors, matrices, multidimensional arrays"
histcounts2,Xedges,Bin edges in x-dimension,vector
histcounts2,Yedges,Bin edges in y-dimension,vector
histcounts2,nbins,Number of bins in each dimension,"scalar, vector"
hold,ax,Target axes,"axes, array of axes"
horzcat,A,First input,"scalar, vector, matrix, multidimensional array, table, timetable"
horzcat,"A1,A2,…,An",List of inputs,comma-separated list
horzcat,B,Second input,"scalar, vector, matrix, multidimensional array, table, timetable"
hot,m,Number of colors,"256, scalar integer value"
hsv,m,Number of colors,"256, scalar integer value"
hsv2rgb,HSV,HSV image,m-by-n-by-3 numeric array
hsv2rgb,hsvmap,HSV colormap,c-by-3 numeric matrix
hypot,"A,B",Input arrays,"scalars, vectors, matrices, multidimensional arrays"
i,a,Real component of complex scalar,scalar
i,b,Imaginary component of complex scalar,scalar
i,x,Real component of complex array,"scalar, vector, matrix, multidimensional array"
i,y,Imaginary component of complex array,"scalar, vector, matrix, multidimensional array"
ichol,A,,
ichol,options,,
idivide,A,Numerator,"scalar, vector, matrix, multidimensional array"
idivide,B,Denominator,"scalar, vector, matrix, multidimensional array"
idivide,opt,Rounding option,"'fix', 'floor', 'ceil', 'round'"
ifft,Y,Input array,"vector, matrix, multidimensional array"
ifft,dim,Dimension to operate along,positive integer scalar
ifft,n,Inverse transform length,"[], nonnegative integer scalar"
ifft,symflag,Symmetry type,"'nonsymmetric', 'symmetric'"
ifft2,Y,Input array,"matrix, multidimensional array"
ifft2,m,Number of inverse transform rows,positive integer scalar
ifft2,n,Number of inverse transform columns,positive integer scalar
ifft2,symflag,Symmetry type,"'nonsymmetric', 'symmetric'"
ifftn,Y,Input array,"vector, matrix, multidimensional array"
ifftn,symflag,Symmetry type,"'nonsymmetric', 'symmetric'"
ifftn,sz,Lengths of inverse transform dimensions,vector of positive integers
ifftshift,Y,Input array,"vector, matrix, multidimensional array"
ifftshift,dim,Dimension to operate along,positive integer scalar
im2double,I,Input image,"scalar, vector, matrix, multidimensional array"
im2frame,RGB,Truecolor image,m-by-n-by-3 numeric array
im2frame,X,Indexed image,m-by-n matrix of integers
im2frame,map,Colormap,c-by-3 numeric matrix
im2gray,RGB,Truecolor image,"m-by-n-by-3 numeric array, m-by-n numeric array"
im2java,I,Grayscale image,m-by-n numeric matrix
im2java,RGB,RGB image,m-by-n-by-3 numeric array
im2java,X,Indexed image,m-by-n matrix of nonnegative integers
im2java,map,Colormap,c-by-3 matrix
imag,Z,Input array,"scalar, vector, matrix, multidimensional array"
image,C,Image color data,"vector or matrix, 3-D array of RGB triplets"
image,ax,Axes object,Axes object
image,x,Placement along x-axis,"[1 size(C,2)], two-element vector, scalar"
image,y,Placement along y-axis,"[1 size(C,1)], two-element vector, scalar"
imagesc,C,Image color data,vector or matrix
imagesc,ax,Axes object,Axes object
imagesc,clims,Color limits,two-element vector of form [cmin cmax]
imagesc,x,Placement along x-axis,"[1 size(C,2)], two-element vector, scalar"
imagesc,y,Placement along y-axis,"[1 size(C,1)], two-element vector, scalar"
imapprox,Q,Number of quantized colors,positive integer
imapprox,X,Indexed image with many colors,m-by-n matrix of nonnegative integers
imapprox,dithering,Perform dithering,"'dither', 'nodither'"
imapprox,inmap,Colormap with fewer colors,c-by-3 matrix
imapprox,map,Colormap with many colors,d-by-3 matrix
imapprox,tol,Tolerance,"number in the range [0, 1]"
imfinfo,filename,Name of graphics file,"character vector, string scalar"
imfinfo,fmt,Image format,"character vector, string scalar"
imformats,fmt,File format extension,"character vector, string scalar"
imformats,formatStruct,File format registry values,structure array
import,ClassName,Name of class,"string, character vector"
import,FunctionName,Name of package function,"string, character vector"
import,PackageName,Name of package,"string, character vector"
import,staticMethodName,Name of static method,"string, character vector"
importdata,delimiterIn,Column separator character,"character vector, string scalar"
importdata,filename,Name and extension of file to import,"character vector, string scalar"
importdata,headerlinesIn,Number of text header lines in ASCII file,nonnegative scalar integer
imread,filename,Name of graphics file,"character vector, string scalar"
imread,fmt,Image format,"character vector, string scalar"
imread,idx,Image to read,"integer scalar, vector of integers"
imresize,A,Image to be resized,"numeric array, logical array, categorical array"
imresize,X,Indexed image to be resized,"real, nonsparse numeric array"
imresize,[numrows numcols],Row and column dimensions of output image,two-element vector of positive numbers
imresize,map,Colormap associated with indexed image,c-by-3 numeric matrix
imresize,method,Interpolation method,"""bicubic"", character vector, string scalar, two-element cell array"
imresize,scale,Resize factor,positive number
imshow,BW,Input binary image,matrix
imshow,I,Input grayscale image,matrix
imshow,RGB,Input truecolor image,m-by-n-by-3 array
imshow,X,Indexed image,2-D matrix of positive integers
imshow,[low high],Grayscale image display range,two-element vector
imshow,filename,File name,character vector
imshow,map,Colormap,c-by-3 matrix
