name,status,kind,method_classes,none,double,string,cell,struct,fh,char,logical,int8,table,datetime,duration,categorical,map,"double,double","double,string","string,double","double,cell","cell,double","double,struct","double,fh","int8,double","double,char","char,double","string,string","double,table","table,double","double,datetime","datetime,double","double,duration","double,categorical","double,map","map,double","string,cell","cell,string","double,double,string","double,double,cell"
rose,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rosser,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rot90,measured,mfile,distributed;gpuArray,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rotate,measured,mfile,polyshape;surfaceMesh,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rotate3d,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rotatefactors,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rotateInteraction,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
round,measured,builtin,codistributed;dlarray;double;duration;gpuArray;int16;int32;int64;int8;logical;single;sym;tabular;tall;uint16;uint32;uint64;uint8,file,builtin,file,file,file,file,file,builtin,builtin,builtin,builtin-err,builtin,file,file,builtin-err,file,file,file,file,file,file,builtin-err,builtin-err,file,file,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,file,file,file,file,file,file,file
rowcount,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rpmfreqmap,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rpmordermap,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rref,measured,mfile,sym,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rsf2csf,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rssq,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rtickangle,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rtickformat,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rticklabels,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rticks,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
ruler2num,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
rulerPanInteraction,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
run,measured,mfile,ModelAdvisor;cgoptim;cgoptimnode;cgoptimrunner;xregoptmgr,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
runstest,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
s2abcd,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
s2y,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
s2z,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sampsizepwr,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
save,measured,builtin,COM;cgproject;mdevproject;vrworld,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
saveas,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
savefig,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
savefigure,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sawtooth,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
scaleFilterSections,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
scatter,measured,mfile,tall,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
scatter3,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
scatteredInterpolant,measured,other,scatteredInterpolant,builtin,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err
scatterhist,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
scatterhistogram,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
schur,measured,mfile,frd,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
schurrc,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sec,measured,mfile,codistributed;dlarray;gpuArray;sym;tabular,file,file,file,file,file,file,file,file,file,builtin-err,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,builtin-err,builtin-err,file,file,file,file,file,file,file,file,file,file
secd,measured,mfile,codistributed;gpuArray;sym;tabular,file,file,file,file,file,file,file,file,file,builtin-err,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,builtin-err,builtin-err,file,file,file,file,file,file,file,file,file,file
sech,measured,mfile,codistributed;gpuArray;sym;tabular,file,file,file,file,file,file,file,file,file,builtin-err,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,builtin-err,builtin-err,file,file,file,file,file,file,file,file,file,file
second,measured,mfile,codistributed;tall,file,file,file,file,file,file,file,file,file,file,builtin,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,builtin-err,builtin-err,file,file,file,file,file,file,file,file
seconds,measured,mfile,codistributed;tall,file,file,file,file,file,file,file,file,file,file,file,builtin,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,builtin-err,file,file,file,file,file,file,file
semilogx,measured,builtin,frd,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
semilogy,measured,builtin,frd,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
seqperiod,measured,other,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
set,measured,builtin,BioSeq;COM;DynamicSystem;InputOutputModel;LegacyIcdevice;RandStream;arrowline;axestext;axischild;axisobj;axistext;cellline;celltext;cgclipexpr;cgconstant;cgdivexpr;cgfeature;cgfuncexpr;cgifexpr;cglookupnd;cglookupone;cglookuptwo;cgminmaxexpr;cgmodexpr;cgmswitchexpr;cgnormaliser;cgnormfunction;cgnormnode;cgoppoint;cgoptim;cgprec;cgprecfix;cgprecfloat;cgpreclookupfix;cgprecpolyfix;cgrelexpr;cgrules;cgsubexpr;cgsymvalue;cgtablenode;cgvalue;cgvariable;cset_boxb;cset_ccd;cset_fullfact;cset_grdlatt;cset_grid;cset_haltonset;cset_lattice;cset_lhs;cset_pb;cset_pointset;cset_simplex;cset_sobolset;cset_stratlattice;cset_userdef;csetinterface;customreg;dataset;dtree;editline;editrect;figobj;framerect;gsref;icgroup;iddata;idnlfun;idnlmodel;imaqchild;imaqdevice;instrument;iviconfigurationstore;listitemselector;localavfit;localbspline;localmod;localmulti;localpoly;localpspline;localsurface;localtruncps;localusermod;mbcrichtext;mpc;mpcmoveopt;mpcsimopt;mpcstate;mvgraph1d;mvgraph2d;mvgraph3d;mvgraph4d;ntree;phytree;scribehandle;scribehgobj;seltext;serial;sweepset;sweepsetfilter;term_selector;testplansweepsetfilter;texlistbox;timeseries;tscollection;vrfigure;vrnode;vrworld;wptree;wtbo;xreg3xspline;xregaxesinput;xregborderlayout;xregcardlayout;xregclickinput;xregclicktolinput;xregcolorbar;xregcontainer;xregcubic;xregcurtainfxlayout;xregexportmodel;xregflowlayout;xreggpr;xreggridlayout;xreghybridrbf;xreginterprbf;xreglayerlayout;xreglegend;xreglinear;xreglistctrl;xregmodel;xregmulti;xregmultigraph2d;xregnnet;xregoptmgr;xregrangeinput;xregrbf;xregslidefxlayout;xregsnapsplitlayout;xregsplitlayout;xregtable;xregtransient;xregtwostage;xregunispline;xregvectorinput,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
setappdata,measured,builtin,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
setdiff,measured,mfile,categorical;cell;codistributed;dataset;datetime;duration;gpuArray;symfun;tabular;tall,file,file,file,builtin-err,file,file,file,file,file,builtin-err,builtin-err,builtin-err,builtin-err,file,file,file,file,builtin-err,builtin-err,file,file,file,file,file,file,builtin-err,builtin-err,builtin-err,builtin-err,builtin,builtin-err,file,file,file,file,file,builtin-err
setenv,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
setfield,measured,mfile,vrnode,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
setstr,measured,builtin,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
settlingtime,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
setxor,measured,mfile,categorical;cell;codistributed;dataset;datetime;duration;gpuArray;symfun;tabular;tall,file,file,file,builtin-err,file,file,file,file,file,builtin-err,builtin-err,builtin-err,builtin-err,file,file,file,file,builtin-err,builtin-err,file,file,file,file,file,file,builtin-err,builtin-err,builtin-err,builtin-err,builtin,builtin-err,file,file,file,file,file,builtin-err
sfdr,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sgolay,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sgolayfilt,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sgtitle,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
shading,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
shg,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
shiftdata,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
shiftdim,measured,mfile,codistributed;gpuArray,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
show,measured,mfile,cgdatasetnode;cgddnode;cgfeaturenode;cgmodelnode;cgnode;cgnormnode;cgoptimnode;cgoptimoutnode;cgproject;cgtablenode;cgtradeoffnode;cgtradeofftblnode;mdev_local;mdevproject;mdevtestplan;modeldev;mtree;polymesh;satelliteScenario;scenenode;trackingArchitecture,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
shrinkfaces,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sign,measured,builtin,cgslparser;char;codistributed;dlarray;double;gpuArray;half;int16;int32;int64;int8;logical;single;sym;uint16;uint32;uint64;uint8,file,builtin,file,file,file,file,builtin,builtin,builtin,file,file,builtin,file,file,builtin-err,file,file,file,file,file,file,builtin-err,builtin-err,builtin-err,file,file,file,file,file,builtin-err,file,file,file,file,file,file,file
signrank,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
signtest,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
silhouette,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sin,measured,builtin,codistributed;dlarray;double;gpuArray;half;single;sym;tabular,file,builtin,file,file,file,file,file,file,file,builtin,file,file,file,file,builtin-err,file,file,file,file,file,file,file,builtin-err,file,file,builtin-err,builtin-err,file,file,file,file,file,file,file,file,file,file
sinad,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sinc,measured,mfile,sym;tall,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sind,measured,builtin,codistributed;double;gpuArray;single;sym;tabular,file,builtin,file,file,file,file,file,file,file,builtin,file,file,file,file,builtin-err,file,file,file,file,file,file,file,builtin-err,file,file,builtin-err,builtin-err,file,file,file,file,file,file,file,file,file,file
single,measured,builtin,categorical;char;codistributed;dataset;dlarray;double;gpuArray;int16;int32;int64;int8;logical;quaternion;single;uint16;uint32;uint64;uint8,file,builtin,file,file,file,file,builtin,builtin,builtin,builtin-err,builtin-err,builtin-err,builtin,file,builtin-err,file,file,file,file,file,file,builtin-err,builtin-err,builtin-err,file,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,file,file,file,file,file,file
sinh,measured,builtin,codistributed;dlarray;double;gpuArray;half;single;sym;tabular,file,builtin,file,file,file,file,file,file,file,builtin,file,file,file,file,builtin-err,file,file,file,file,file,file,file,builtin-err,file,file,builtin-err,builtin-err,file,file,file,file,file,file,file,file,file,file
size,measured,builtin,Bluetooth;Composite;InputOutputModel;LegacyIcdevice;RedefinesParen;Scalar;TriRep;candidateset;categorical;cgoppoint;codistributed;coninputfactor;dataset;designdev;distributed;dlarray;double;explicitMPC;gpib;gpuArray;half;i2c;icgroup;icsignal;iddata;int16;int32;int64;int8;localbspline;localmulti;localpspline;localsurface;localtruncps;localusermod;logical;mpc;serial;single;string;sweepset;sweepsetfilter;tabular;tall;tcpip;triangulation;tscollection;udp;uint16;uint32;uint64;uint8;videoinput;visa;xregdataset;xregdesign;xreglinear;xreglistctrl;xregmodel;xregmonitorplotproperties;xregmulti;xregmultilin;xregtable;xregtwostage;xregunispline;xregusermod,file,builtin,builtin,file,file,file,file,builtin,builtin,builtin,builtin,builtin,builtin,builtin,builtin-err,file,builtin-err,file,file,file,file,builtin-err,builtin-err,file,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,file,builtin,builtin-err,file,file,file
skewness,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
slewrate,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
slice,measured,mfile,eyeDiagramSI,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
slicesample,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
smithplot,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
smooth3,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
smoothdata,measured,mfile,tall,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
snr,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sort,measured,builtin,categorical;cell;cgprojconnections;char;codistributed;datetime;dlarray;double;duration;gpuArray;half;int16;int32;int64;int8;logical;opaque;single;string;sweepset;sym;tall;uint16;uint32;uint64;uint8,file,builtin,builtin,builtin-err,file,file,builtin,builtin,builtin,builtin-err,builtin,builtin,builtin,builtin,builtin-err,file,builtin-err,builtin-err,builtin-err,file,file,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,file,file,builtin-err
sortrows,measured,mfile,categorical;codistributed;dataset;datetime;duration;gpuArray;tabular;tall;timetable,file,file,file,file,file,file,file,file,file,builtin,builtin,builtin,builtin,file,file,file,file,file,file,file,file,file,file,file,file,builtin-err,builtin-err,builtin-err,builtin,builtin-err,builtin-err,file,file,file,file,file,file
sos2cell,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sos2ctf,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sos2ss,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sos2tf,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sos2zp,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sosfilt,measured,mfile,gpuArray,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sound,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
spalloc,measured,mfile,codistributed;codistributor1d;codistributor2dbc;distributed,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sparameters,measured,mfile,sparameters,builtin,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err
sparse,measured,builtin,codistributed;codistributor1d;codistributor2dbc;gpuArray,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
spaugment,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
spconvert,measured,mfile,distributed,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
spdiags,measured,mfile,codistributed;gpuArray,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
specgram,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
spectralcluster,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
spectralCrest,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
spectralEntropy,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
spectralFlatness,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
spectralKurtosis,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
spectralSkewness,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
spectrogram,measured,mfile,gpuArray;tall,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
spectrum,measured,mfile,idlti,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
specular,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
speye,measured,builtin,codistributed;codistributor1d;codistributor2dbc;distributed;gpuArray,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
spfun,measured,mfile,codistributed,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sph2cart,measured,mfile,distributed,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sphere,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
spline,measured,mfile,gpuArray,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
split,measured,mfile,calendarDuration;codistributed;dtree;tall;wdectree;wptree;xregfittree,file,file,builtin,file,file,file,file,file,file,file,file,file,file,file,file,file,builtin-err,file,file,file,file,file,file,file,builtin,file,file,file,file,file,file,file,file,builtin-err,file,file,file
splitapply,measured,mfile,tall,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
splitlines,measured,mfile,tall,file,file,builtin,file,file,file,file,file,file,file,file,file,file,file,file,file,builtin-err,file,file,file,file,file,file,file,builtin-err,file,file,file,file,file,file,file,file,builtin-err,file,file,file
spones,measured,mfile,codistributed;gpuArray,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sprand,measured,mfile,codistributed;codistributor1d;codistributor2dbc;distributed;gpuArray,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sprandn,measured,mfile,codistributed;codistributor1d;codistributor2dbc;distributed;gpuArray,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sprandsym,measured,mfile,codistributed;distributed;gpuArray,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
sprank,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
